_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
7046,36.42,-0.27,5046,GICHIGIRIRA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,29.9,29.9,59.8,8,2,2,0,0,0,0,239,3,4,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.27,36.42
7047,37.31,-1.03,5047,KAKUZI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,40,40,30,9,4,8,2,14,193,167,360,5,4,0,0,0,0,0,0,0,0,CENTRAL,THIKA,KAKUZI,KAKUZI,GATANGA,-1.03,37.31
7048,36.6,-0.44,5048,KAGONGO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,46.3,49.8,64.8,13,5,5,2,0,0,0,648,11,2,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.44,36.6
7049,36.43,-0.28,5049,MICHORE PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.9,40.1,26.8,8,6,6,3,0,0,0,321,3,3,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.28,36.43
7050,37.12,-1.05,5050,UMOJA PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,35.9,35.9,31.9,8,4,5,2,11,153,159,287,2,6,0,0,0,0,0,0,0,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.05,37.12
7051,36.4,-0.3,5051,KIENI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,42,42,33.6,8,2,8,2,0,0,0,336,4,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,KAIMBAGA,OL_KALOU,-0.3,36.4
7052,36.58,-0.43,5052,MARIMU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.6,40.6,27,18,12,15,6,0,0,0,730,4,9,0,0,2,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.43,36.58
7053,37.11,-1.06,5053,GLORYBELL PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,8.1,13.5,20.3,6,2,2,1,5,84,81,81,0,0,0,0,0,0,1,9,0,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7054,36.4,-0.32,5054,MAJOE PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,8.9,10.9,12.3,9,4,4,2,0,0,0,98,0,0,0,0,0,0,5,6,4,1,CENTRAL,NYANDARUA,OL KALOU,KAIMBAGA,OL_KALOU,-0.32,36.4
7055,36.59,-0.44,5055,RUMWE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.1,26.6,19.9,9,6,6,1,0,0,0,239,4,3,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.44,36.59
7056,37.11,-1.06,5056,ST. MULUMBA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,15.8,20.5,18.6,10,5,6,3,14,97,108,205,0,0,0,0,0,0,3,10,2,5,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7057,36.41,-0.35,5057,RUMATHI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,30,22.5,22.5,8,4,4,1,0,0,0,180,5,1,0,0,0,0,0,0,2,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.35,36.41
7058,36.58,-0.45,5058,NGATHO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,48.5,36.4,36.4,8,4,4,2,0,0,0,291,6,0,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.45,36.58
7059,37.11,-1.06,5059,MWNGAZA  PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,INTEGRATED,11,11,11,4,2,2,1,5,23,21,44,0,0,0,0,0,0,0,4,0,2,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7060,37.11,-1.06,5060,FURAHA PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.8,8.3,12.5,9,4,2,1,7,69,60,75,0,0,0,0,0,0,7,4,1,1,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7061,36.41,-0.38,5061,KAIMBAGA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,22.8,20.2,18.2,9,5,5,1,0,0,0,182,7,1,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.38,36.41
7062,36.57,-0.43,5062,MIHATO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,61,38.1,43.6,8,4,3,2,0,0,0,305,4,1,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.43,36.57
7063,37.11,-1.06,5063,KAMENU PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,50.6,50.6,139.3,22,4,4,5,13,534,580,1114,2,20,0,0,0,0,0,0,2,2,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7064,36.41,-0.41,5064,BAHATI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,27,18,27,6,2,2,2,0,0,0,108,3,1,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.41,36.41
7065,36.56,-0.41,5065,KIANJOGU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,51,43.2,43.2,13,4,9,2,0,0,0,561,8,3,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.41,36.56
7066,37.11,-1.06,5066,GOOD SHEPHERD PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4.8,4.8,9.5,4,1,1,0,2,25,26,19,0,0,0,0,0,0,0,4,0,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7067,36.39,-0.4,5067,KANDUTURA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,51.7,45.3,36.2,8,4,6,2,0,0,0,362,5,2,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.4,36.39
7068,36.55,-0.41,5068,KARIAINI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.2,30.8,19.3,10,8,8,1,0,0,0,308,5,2,0,0,0,2,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.41,36.55
7069,37.11,-1.07,5069,ST. APPOLONUH'S ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13.2,16.5,16.5,8,4,4,2,10,86,86,132,0,0,0,0,0,0,7,3,3,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.07,37.11
7070,36.37,-0.39,5070,SIMBA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,53.4,53.4,106.8,8,2,2,2,0,0,0,427,4,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.39,36.37
7071,36.54,-0.39,5071,HILLMARK PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,17.8,17.8,0,6,0,0,0,0,0,0,107,0,0,0,0,0,0,4,2,0,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.39,36.54
7072,37.11,-1.06,5072,CATHY-BRIDGE PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17,18.7,23.4,10,4,4,2,10,108,102,187,0,0,0,0,0,0,5,6,2,1,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7073,36.37,-0.35,5073,DENEW JUNIOR PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.4,7.8,7.8,6,4,2,1,0,0,0,47,0,0,0,0,0,0,0,5,0,1,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.35,36.37
7074,36.54,-0.39,5074,KIAMBOGO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,43.4,40.5,30.4,15,10,10,2,0,0,0,608,10,4,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,GETA,KIPIPIRI,-0.39,36.54
7075,37.11,-1.06,5075,MAJOR JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,18.6,27.1,29.8,11,5,5,5,15,205,172,298,0,0,0,0,0,0,8,8,3,6,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.06,37.11
7076,36.38,-0.33,5076,KAMANDE PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.8,36.8,23.3,12,6,13,2,0,0,0,442,4,8,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,OL KALOU,KAIMBAGA,OL_KALOU,-0.33,36.38
7077,36.49,-0.38,5077,MANUNGA PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,48.4,43,27.6,18,10,18,2,0,0,0,774,9,6,0,0,0,1,0,0,1,1,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.38,36.49
7078,37.09,-1.08,5078,ST PETERS KIGANJO ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,13.7,13.7,27.3,6,2,1,1,4,61,65,82,0,0,0,0,0,0,0,6,0,0,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.08,37.09
7079,36.39,-0.36,5079,MIHUTI  PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.8,36.8,20.1,12,10,12,2,0,0,0,442,4,8,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,KIAMBAGA,OL_KALOU,-0.36,36.39
7080,36.51,-0.38,5080,KIPIPIRI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,30.6,30.6,81.7,8,2,1,1,0,0,0,245,6,2,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.38,36.51
7081,37.08,-1.07,5081,KING SOLOMON PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,21.5,26.2,29.5,9,4,4,2,10,141,95,236,0,0,0,0,0,0,4,7,0,5,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,JUJA,-1.07,37.08
7082,36.38,-0.3,5082,MUMBI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.6,41.1,21.9,8,7,8,2,0,0,0,329,4,5,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,KAIMBAGA,OL_KALOU,-0.3,36.38
7083,36.48,-0.37,5083,WENDANI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,59.5,14.9,29.8,8,2,2,1,0,0,0,119,1,1,0,0,0,0,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.37,36.48
7084,37.17,-1.06,5084,CHANIA PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7.9,6.3,31.5,10,1,1,1,3,33,30,63,0,0,0,0,0,0,8,0,0,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.06,37.17
7085,36.37,-0.27,5085,OLKALOU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,30.5,20.3,32.8,21,7,6,4,0,0,0,427,2,11,0,0,1,0,0,0,1,1,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.27,36.37
7086,36.44,-0.34,5086,KIMURU PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,BOARDING ONLY,ORDINARY,31.1,31.1,12.5,8,4,16,2,0,0,0,249,3,4,0,0,1,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.34,36.44
7087,37.18,-1.06,5087,GATUANYAGA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,32,33.6,19.6,21,16,20,4,40,392,402,705,1,19,0,0,0,2,0,0,3,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.06,37.18
7088,36.37,-0.27,5088,ST.JOSEPH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,25.7,23.6,13.5,12,7,14,2,0,0,0,283,2,8,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.27,36.37
7089,36.43,-0.37,5089,RUTUMO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,16.3,16.3,16.3,8,3,5,2,0,0,0,130,5,2,0,0,1,0,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.37,36.43
7090,37.21,-1.08,5090,MBAGATHI PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,32.3,35.5,44.4,10,4,4,2,10,193,162,355,4,4,0,0,1,2,0,0,1,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.08,37.21
7091,36.37,-0.27,5091,OLKALOU SCHOOL FOR DISABLED PRIMARY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY & BOARDING,INTEGRATED,20.1,30.1,20.1,8,6,6,6,0,0,0,241,0,0,0,0,0,0,5,7,0,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.27,36.37
7092,37.18,-1.1,5092,MAGANA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,35.8,23.9,22.4,15,8,8,4,20,210,196,358,3,6,0,0,1,0,0,0,0,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.1,37.18
7093,36.44,-0.36,5093,IHIGA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,20.3,22.9,15.3,8,6,6,2,0,0,0,183,4,3,0,0,1,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.36,36.44
7094,36.36,-0.25,5094,MUGUMO PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.4,44.4,28.6,9,8,6,2,0,0,0,400,5,6,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,RURII,OL_KALOU,-0.25,36.36
7095,37.17,-1.11,5095,MUNYU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,32.3,17.1,9.4,17,9,22,5,36,167,162,291,5,4,0,0,0,0,0,0,1,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.11,37.17
7096,36.45,-0.37,5096,MALEWA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.8,13.6,39.1,23,4,4,2,0,0,0,313,5,1,0,0,2,1,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.37,36.45
7097,36.46,-0.38,5097,GITWE PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,29.9,29.9,34.1,8,3,4,1,0,0,0,239,6,1,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,KIPIPIRI,-0.38,36.46
7098,37.16,-1.11,5098,MARIA MAGDALENA SPECIAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY & BOARDING,INTEGRATED,9.6,8.4,4.8,8,6,8,6,20,48,42,67,2,4,0,0,0,1,0,0,11,16,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.11,37.16
7099,36.34,-0.27,5099,KIANDA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31.6,27.6,27.6,8,4,4,2,0,0,0,221,2,4,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.27,36.34
7100,36.33,-0.29,5100,GRACWE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31.5,31.5,31.5,8,4,4,1,0,0,0,252,3,4,0,0,1,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.29,36.33
7101,37.15,-1.1,5101,OLDONYO SABUK PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,12.5,17.1,22.8,8,3,3,2,8,76,61,137,0,0,0,0,0,0,4,7,3,3,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.1,37.15
7102,36.46,-0.4,5102,MAHINGA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,18.4,18.4,12.3,8,4,8,1,0,0,0,147,6,1,0,0,0,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.4,36.46
7103,37.15,-1.1,5103,GITHIMA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.8,30,16.9,9,8,8,4,20,141,129,270,6,2,0,0,0,0,0,0,1,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.1,37.15
7104,36.48,-0.39,5104,MORNING STARLIGHT PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,21.1,21.1,35.2,10,3,3,2,0,0,0,211,0,0,0,0,6,4,0,0,3,3,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.39,36.48
7105,36.35,-0.29,5105,MUNYEKI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,28,18,15.8,14,8,8,3,0,0,0,252,3,4,0,0,0,2,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.29,36.35
7106,37.15,-1.12,5106,KOMO  PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,41.6,24.5,20.8,17,8,12,4,24,204,212,416,6,3,0,0,0,1,0,0,1,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.12,37.15
7107,36.36,-0.32,5107,MUIRI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,16.1,44.4,59.2,8,3,3,1,0,0,0,355,2,6,9,5,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.32,36.36
7108,36.49,-0.4,5108,MARA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,41.7,39.1,44.7,16,4,10,2,0,0,0,626,6,7,0,0,1,1,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.4,36.49
7109,37.23,-1.07,5109,KIANJAHI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,46.7,35,19.1,12,13,9,2,24,212,208,420,3,5,0,0,1,0,0,0,1,1,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.07,37.23
7110,36.37,-0.28,5110,AGLOW JUNIOR PRIM SCH.,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,4.3,3.3,4.9,12,3,5,3,0,0,0,39,0,0,0,0,0,0,5,4,2,1,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.28,36.37
7111,36.5,-0.41,5111,KANYUA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,43.3,54.1,43.3,8,4,6,1,0,0,0,433,5,3,0,0,0,2,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,KIPIPIRI,-0.41,36.5
7112,37.24,-1.07,5112,KILIMAMBOGO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.6,37.6,18.8,15,18,12,6,36,311,253,564,5,9,0,0,0,1,0,0,1,2,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.07,37.24
7113,36.37,-0.28,5113,DAYSPRING PRI SCH.,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,9,10.8,10.8,10,6,4,2,0,0,0,108,0,0,0,0,0,0,6,6,4,2,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.28,36.37
7114,36.42,-0.48,5114,KARURU PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,23,34.5,25.1,8,3,8,2,0,0,0,276,5,1,0,0,4,2,0,0,1,0,CENTRAL,NYANDARUA,KIPIPIRI,LERESHWA,KIPIPIRI,-0.48,36.42
7115,37.27,-1.06,5115,MAGOGONI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.7,41.7,39.1,15,8,8,2,18,301,324,625,5,10,0,0,0,0,0,0,1,1,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.06,37.27
7116,36.4,-0.47,5116,KAMAHIA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41,30.8,18.9,16,12,14,6,0,0,0,492,8,4,0,0,0,0,0,0,0,1,CENTRAL,NYANDARUA,KIPIPIRI,LERESHWA,KIPIPIRI,-0.47,36.4
7117,36.35,-0.35,5117,KAGAA PRI SCH.,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,82.5,66,41.3,10,6,10,2,0,0,0,660,4,4,0,0,0,0,0,0,1,0,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,OL_KALOU,-0.35,36.35
7118,37.29,-1.07,5118,WAPA PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17.1,15.4,25.7,10,3,3,1,7,78,76,154,0,0,0,0,0,0,2,7,2,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.07,37.29
7119,36.41,-0.45,5119,KAHIGA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY & BOARDING,ORDINARY,43.1,38.8,21.6,10,8,10,2,0,0,0,388,6,1,0,0,0,2,0,0,0,0,CENTRAL,NYANDARUA,KIPIPIRI,LERESHWA,KIPIPIRI,-0.45,36.41
7120,37.34,-1.1,5120,NGOLIBA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.6,28.8,20.2,14,6,14,3,23,262,225,403,2,9,0,0,1,0,0,0,1,0,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,JUJA,-1.1,37.34
